pdbid,-logKd/Ki
"1l5r","4.77"
"1l5s","3.26"
"1l6m","8.10"
"1l6s","4.41"
"1qku","9.59"
"1ql7","5.00"
"1ql9","5.35"
"1qm4","4.30"
"1qm5","5.82"
"1qng","7.89"
"1qnh","6.06"
"1qon","8.96"
"1rry","4.10"
"1s17","8.30"
"1sjh","8.05"
"1svg","8.70"
"1swr","6.92"
"1t29","6.05"
"1t69","6.32"
"1tl7","7.92"
"1tow","6.24"
"1tys","5.49"
"4q6r","6.68"
"4q7p","4.32"
"4q7s","4.42"
"4q7v","3.59"
"4q7w","2.64"
"4q81","3.02"
"4q83","4.19"
"4q87","4.85"
"4q8x","3.57"
"4q8y","2.64"
"4q90","2.15"
"4q93","4.65"
"4q99","6.28"
"4q9m","7.18"
"4q9o","5.77"
"1m1b","4.66"
"1m21","6.52"
"1m2p","6.11"
"1m2q","6.10"
"1m2r","6.46"
"1m2x","4.15"
"1m48","5.09"
"1m4h","9.52"
"1m51","4.73"
"2v22","5.39"
"2v25","5.72"
"2v2c","3.41"
"2v2h","3.77"
"2v2q","4.15"
"2v2v","4.07"
"2v3d","3.94"
"2v3e","6.52"
"2v3u","3.00"
"2v54","4.60"
"2v57","7.10"
"2v58","9.09"
"2v59","7.74"
"2v5a","6.82"
"4wh9","3.00"
"4whh","7.40"
"4whl","6.40"
"4whq","4.12"
"4whr","4.12"
"4whs","4.12"
"4wht","8.10"
"4why","8.10"
"4whz","9.00"
"4yc9","8.89"
"4ycl","8.15"
"4ycm","7.72"
"4ycn","7.77"
"4ycu","5.48"
"4ycv","5.82"
"4ycw","5.68"
"4ydf","5.10"
"5drs","8.96"
"5drt","5.36"
"5dry","7.70"
"5dsx","8.00"
"5dt2","6.82"
"5dtj","4.47"
"5dtk","4.30"
"5dtm","4.30"
"6cvf","6.35"
"6cvv","4.12"
"6cvw","8.15"
"6cvx","7.68"
"6cvy","8.41"
"6cw4","2.82"
"6cw8","6.57"
"6cwf","7.54"
"6cwh","7.54"
"3d78","7.64"
"3d7d","7.85"
"3d7f","9.30"
"3d7g","7.77"
"3d7h","10.22"
"3d7k","4.60"
"3d7m","6.44"
"4fvq","6.00"
"4fvr","6.00"
"4fxj","3.62"
"4fxp","4.09"
"4fxq","5.77"
"4fxy","7.54"
"4fxz","7.03"
"4fyh","4.85"
"5op2","6.62"
"5op4","6.71"
"5op5","6.67"
"5op6","4.68"
"5op8","4.18"
"5opb","7.62"
"5opc","4.54"
"5opr","5.59"
"2z4b","9.36"
"2z4o","9.57"
"2z4r","7.62"
"2z4w","6.01"
"2z4z","5.73"
"2z50","4.95"
"2z52","5.57"
"3qwc","4.26"
"3qx5","4.20"
"3qx8","2.86"
"3qx9","4.05"
"3qxc","5.77"
"3qxd","6.15"
"3qxm","7.48"
"3qxp","7.70"
"2xa4","8.52"
"2xab","9.27"
"2xae","7.30"
"2xaf","4.64"
"2xag","4.55"
"2xah","3.55"
"2xaj","3.77"
"2xaq","5.96"
"1rs2","4.30"
"1rs4","7.17"
"1rsd","6.52"
"1rsi","4.42"
"1rst","4.43"
"1rt1","8.10"
"1rt2","8.22"
"1rt9","10.25"
"3b67","8.85"
"3b78","4.10"
"3b7i","5.82"
"3b7j","5.17"
"3b7r","7.70"
"3b7u","7.74"
"3b82","4.43"
"1h5u","6.75"
"1h5v","3.93"
"1h60","4.70"
"1h61","4.89"
"1h62","4.77"
"1h6e","6.15"
"1h6h","5.30"
"1h79","4.89"
"1v0m","5.10"
"1v0n","7.55"
"1v0o","5.26"
"1v0p","6.89"
"1v11","3.98"
"1v16","3.87"
"1v1j","4.82"
"1v1k","4.46"
"1v1m","3.94"
"1v2h","5.30"
"2aac","2.22"
"2aay","2.92"
"2ad5","3.96"
"2ada","13.00"
"2adm","5.70"
"2aeb","8.30"
"2aei","7.07"
"2ael","6.29"
"2h13","5.35"
"2h15","5.67"
"2h1h","4.52"
"2h21","6.54"
"2h23","4.67"
"2h2d","5.37"
"2h2e","3.00"
"2h2g","5.04"
"3wka","4.54"
"3wkb","4.21"
"3wkc","3.71"
"3wkd","3.77"
"3wke","8.89"
"3wmb","5.37"
"3wmc","6.51"
"3wnr","6.28"
"4al4","6.89"
"4alg","6.30"
"4alu","7.77"
"4alv","8.15"
"4alw","7.57"
"4alx","7.28"
"4aml","2.10"
"4amw","1.55"
"4nka","6.51"
"4nks","7.17"
"4nkt","5.97"
"4nku","4.67"
"4nl1","3.89"
"4nld","7.70"
"4nmo","4.83"
"4nmp","4.04"
"4nmq","4.49"
"3w33","7.44"
"3w37","5.18"
"3w54","9.70"
"3w55","7.10"
"3w5e","7.96"
"3w5n","3.87"
"3w5t","4.52"
"3w69","7.24"
"3w8o","7.62"
"4ibj","4.33"
"4ibk","4.30"
"4ibm","5.74"
"4idn","5.24"
"4ido","4.93"
"4idt","7.00"
"4idv","7.40"
"4idz","4.36"
"6e23","10.00"
"6e2m","5.66"
"6e2n","7.90"
"6e2o","8.54"
"6e3g","7.36"
"6e3m","8.64"
"6e3n","8.70"
"6e3o","8.70"
"3q71","5.22"
"3q72","5.80"
"3q77","8.22"
"3q7j","4.52"
"3q7p","5.80"
"3q8d","7.22"
"3q8h","4.15"
"4g0p","3.01"
"4g0q","2.52"
"4g0y","2.30"
"4g11","5.00"
"4g16","6.85"
"4g17","7.54"
"4g19","3.58"
"4g1f","7.77"
"4g2f","6.80"
"4g2j","7.96"
"4g2l","7.49"
"2rku","8.30"
"2rl5","8.40"
"2rly","3.57"
"2rm0","4.03"
"2rnw","2.98"
"2rnx","3.40"
"2rny","3.66"
"2rok","4.35"
"5lvr","3.60"
"5lvx","7.25"
"5lwd","6.24"
"5lwe","9.96"
"5lwm","8.87"
"5lwn","7.77"
"5lws","3.94"
"5lx6","5.72"
"2gsu","3.59"
"2gtk","6.60"
"2gtv","5.15"
"2gu8","8.59"
"2gv2","8.30"
"2gv6","7.34"
"2gv7","7.85"
"2gvd","7.00"
"3fei","7.70"
"3fej","6.13"
"3ff3","3.57"
"3ff6","7.15"
"3ffg","9.08"
"3ffp","7.14"
"3ffu","6.44"
"3fgc","3.92"
"3fh5","7.06"
"3eju","6.60"
"3eor","1.40"
"3eqs","8.48"
"3ezv","5.98"
"3f35","3.16"
"3f88","8.64"
"3fal","6.78"
"3feg","4.35"
"3fl8","7.27"
"5mfr","4.30"
"5mfs","6.48"
"5mft","7.47"
"5mg2","7.77"
"5mge","4.06"
"5mgf","4.27"
"5mgg","3.30"
"5mgi","5.95"
"3g0g","8.30"
"3g0i","3.60"
"3g15","7.00"
"3g19","6.67"
"3g1d","3.48"
"3g1m","6.30"
"3g1v","3.19"
"3g2h","3.82"
"6q6m","6.89"
"6q6o","7.54"
"6q6y","6.00"
"6q73","6.90"
"6q74","8.20"
"6q7a","8.30"
"6q7h","7.68"
"6q7v","5.59"
"4abh","4.15"
"4abi","8.20"
"4abj","7.47"
"4abk","5.72"
"4abu","6.28"
"4abv","6.07"
"4ac3","3.96"
"1f73","2.39"
"1f74","3.05"
"1f7b","4.60"
"1f8b","5.40"
"1f8c","7.40"
"1f8e","4.82"
"1f90","7.92"
"1f92","6.19"
"1f9e","8.70"
"5lsg","5.40"
"5lsh","3.39"
"5lso","5.85"
"5lss","6.31"
"5lsx","5.92"
"5lsy","6.54"
"5lt6","5.41"
"5lt9","4.19"
"1tnk","1.49"
"1tnl","1.88"
"1tog","3.22"
"1toi","4.05"
"1toj","3.39"
"1tok","2.47"
"1tom","8.30"
"1tou","6.00"
"1v2t","4.71"
"1v2u","3.37"
"1v2v","3.37"
"1v2w","4.01"
"1v3x","7.62"
"1v41","4.70"
"1v48","7.80"
"1v79","7.89"
"1v7a","8.01"
"4b6e","2.30"
"4b6f","3.30"
"4b6p","7.13"
"4b6q","7.55"
"4b6r","5.85"
"4b6s","6.01"
"4b6u","5.11"
"3aau","5.05"
"3aav","6.62"
"3abt","4.77"
"3abu","5.62"
"3acl","6.22"
"3acx","5.70"
"3ad7","2.52"
"4fli","5.44"
"4flj","5.13"
"4flk","5.25"
"4fll","5.29"
"4flp","6.72"
"4fm8","5.97"
"4fmn","6.10"
"1bq4","5.22"
"1bqm","7.35"
"1bqn","6.22"
"1bqo","7.74"
"1br6","3.22"
"1br8","4.74"
"1bra","1.82"
"1bsk","4.12"
"1ax0","3.13"
"1ax1","3.29"
"1ax2","3.99"
"1axr","3.27"
"1axs","7.77"
"1axz","3.20"
"1ayu","9.15"
"1ayv","8.00"
"1aze","4.22"
"5fnq","3.00"
"5fnr","4.23"
"5fns","5.40"
"5fnu","8.89"
"5fog","3.67"
"5fol","3.67"
"5fom","5.01"
"6g2e","5.01"
"6g2f","5.17"
"6g2l","7.17"
"6g2m","7.82"
"6g2n","7.14"
"6g2o","6.77"
"6g2r","9.46"
"6g2s","8.40"
"4l6s","8.52"
"4l6t","7.49"
"4l7b","5.64"
"4l7c","5.13"
"4l7d","6.12"
"4l7f","6.80"
"4l7g","4.00"
"4qnu","6.40"
"4qo9","6.80"
"4qok","5.19"
"4qp1","3.61"
"4qp2","3.03"
"4qp6","3.46"
"4qp7","5.23"
"3g2y","2.00"
"3g30","2.51"
"3g32","3.71"
"3g34","2.96"
"3g35","4.68"
"3g3d","4.74"
"3g3m","5.96"
"3g3n","6.29"
"3g3r","6.48"
"3g42","6.85"
"2fw6","2.92"
"2fwp","2.92"
"2fwy","6.70"
"2fwz","7.30"
"2fx6","3.70"
"2fx7","7.70"
"2fx8","6.52"
"2fx9","7.77"
"2fxr","7.60"
"4ago","4.81"
"4ah9","2.46"
"4ahr","2.19"
"4ahs","2.19"
"4ahu","2.27"
"4ahv","1.82"
"4ai5","2.92"
"4ai8","4.00"
"5nho","9.52"
"5nhp","7.64"
"5nhv","8.55"
"5nhy","8.64"
"5nhz","5.33"
"5ni0","5.74"
"5ni5","8.05"
"5ni7","7.70"
"6fyl","8.15"
"6fym","5.07"
"6fyp","6.84"
"6fyv","7.96"
"6fz4","5.95"
"6fzf","6.82"
"6fzg","6.55"
"4gq6","7.28"
"4gql","9.59"
"4gqp","9.60"
"4gqq","2.89"
"4gqr","3.96"
"4gr3","7.81"
"4gr8","7.83"
"4gs6","7.15"
"4lm0","3.25"
"4lm1","3.23"
"4lm2","3.03"
"4lm3","2.92"
"4lm4","3.04"
"4lm5","6.82"
"4lmn","10.30"
"4lmu","7.26"
"4ngr","7.55"
"4ngs","8.12"
"4ngt","8.41"
"4nh7","8.40"
"4nh8","8.52"
"4nh9","6.43"
"4nhc","7.34"
"4b2i","3.00"
"4b2l","3.24"
"4b32","3.34"
"4b33","3.37"
"4b34","3.14"
"4b35","2.89"
"4b3b","3.60"
"4b3c","2.68"
"4b3d","2.68"
"4b3u","5.33"
"6npf","5.85"
"6npm","3.96"
"6npp","6.05"
"6npt","7.17"
"6npu","6.40"
"6npv","6.80"
"6nrf","7.74"
"1aj6","5.92"
"1aj7","3.87"
"1ajn","2.63"
"1ajp","2.23"
"1ajq","4.31"
"1ajx","7.91"
"1akq","9.10"
"1akr","9.09"
"2r4b","7.18"
"2r4f","8.82"
"2r58","2.00"
"2r59","8.19"
"2r5a","2.60"
"2r5b","8.60"
"2r5d","10.15"
"2r5p","8.48"
"2r5q","8.57"
"2r64","7.52"
"3mhw","2.30"
"3mi2","7.77"
"3mi3","5.45"
"3miy","7.68"
"3mj1","7.82"
"3mj2","7.82"
"3mj5","6.49"
"3mjl","2.44"
"3mke","5.66"
"4u4x","5.01"
"4u58","2.00"
"4u5j","5.53"
"4u5l","2.40"
"4u5n","2.48"
"4u5o","2.42"
"4u5s","2.41"
"4u5t","6.70"
"4xyc","7.51"
"4xyf","9.00"
"4xyn","5.89"
"4y0a","2.31"
"4y16","7.43"
"4y24","6.66"
"4y29","6.25"
"4y2b","8.36"
"5ap1","7.97"
"5ap2","8.48"
"5ap3","7.03"
"5ap4","6.46"
"5ap5","7.97"
"5ap6","7.88"
"5ap7","6.29"
"5aph","7.22"
"5fsx","2.72"
"5fsy","5.89"
"5ftg","6.15"
"5fto","8.21"
"5ftq","8.00"
"5fue","6.33"
"5ful","4.74"
"5fum","4.74"
"5fdp","6.51"
"5fdr","9.44"
"5fdz","5.17"
"5fe6","2.16"
"5fe7","3.31"
"5fe9","4.68"
"5ff6","5.02"
"5fgk","8.77"
"3c1n","5.50"
"3c1x","7.35"
"3c2f","2.00"
"3c2o","3.35"
"3c2r","3.11"
"3c2u","2.90"
"3c39","3.96"
"3c3o","4.36"
"2z4y","6.15"
"5n3v","4.34"
"1bl7","7.72"
"1bm6","7.89"
"1bn1","9.34"
"1br5","2.70"
"1bty","4.74"
"1bux","4.85"
"1c3b","7.57"
"1c3x","3.68"
"4xtw","9.03"
"4xx3","7.25"
"4y3b","4.87"
"4y83","7.77"
"4ya8","6.10"
"4ydq","6.52"
"4yk0","3.74"
"4ylj","8.22"
"4yrc","2.70"
"4yz5","2.83"
"4z0f","5.77"
"4z46","2.82"
"4z7o","5.04"
"4zh4","4.22"
"4zip","9.68"
"4zs3","5.18"
"3own","7.47"
"3oxz","8.07"
"3p3g","9.74"
"3p7i","7.70"
"3pb3","6.22"
"3pcn","3.66"
"3pdh","6.74"
"3phe","7.80"
"3pj2","5.14"
"3pkn","4.66"
"3px9","3.42"
"3q1x","5.33"
"3q2j","4.18"
"6b4w","8.30"
"6b59","8.09"
"6b5i","5.96"
"6b8y","9.66"
"6b98","4.65"
"6bfa","9.00"
"6bfx","7.10"
"6bnh","3.80"
"6br2","8.72"
"6bw4","5.50"
"6c5k","7.16"
"6c9q","5.10"
"6ccu","4.45"
"6cks","7.82"
"6cyg","4.17"
"4lkf","5.37"
"4llj","3.42"
"4lnb","6.56"
"4m2u","8.04"
"4m2v","7.44"
"4m3f","5.31"
"4m5g","5.01"
"4m7b","6.70"
"4m7x","4.80"
"4mb9","8.00"
"4mc2","8.19"
"4mcv","8.89"
"2h42","8.62"
"2h5e","8.25"
"2h65","8.19"
"2haw","4.92"
"2hf8","5.47"
"2hmv","7.70"
"2hoc","9.52"
"2hy0","9.19"
"2hz0","6.48"
"2i0v","6.80"
"2i3v","6.55"
"2i7c","5.07"
"2ito","6.91"
"2j2i","6.70"
"2j47","5.41"
"1bji","8.70"
"1c50","6.48"
"1erq","7.89"
"1o3c","7.13"
"1olx","4.33"
"1ppm","5.80"
"1usn","7.74"
"2ao6","9.28"
"2brp","4.00"
"2cn0","7.66"
"2j9h","3.39"
"2q9m","7.21"
"2xj1","7.55"
"3zqe","4.23"
"3zxe","3.35"
"3zxz","8.40"
"4a16","9.37"
"4a6l","8.00"
"4acm","6.68"
"4aft","6.47"
"4agl","3.65"
"4agm","3.98"
"4ap7","7.96"
"4ayq","7.33"
"4az2","7.33"
"4b05","7.58"
"4b0b","3.33"
"4b6o","7.00"
"1o47","8.40"
"1o4b","5.70"
"1o5e","5.74"
"1o9k","6.47"
"1oai","5.00"
"1oba","2.44"
"1oe7","5.52"
"1oiq","5.54"
"1ol1","4.68"
"1ols","5.82"
"5n7g","4.58"
"5ndd","6.46"
"5ngs","6.77"
"5nme","7.09"
"5nvv","6.70"
"5nw0","6.52"
"5nw8","4.00"
"5o91","6.46"
"5oei","5.80"
"5okt","6.03"
"5org","8.40"
"5ork","3.63"
"5pzm","5.96"
"5q19","7.32"
"5qac","3.60"
"5qax","3.80"
"3bc5","8.30"
"3bjm","8.30"
"3bkl","6.17"
"3bpr","4.95"
"3c84","7.85"
"3ccz","7.29"
"3cke","6.10"
"3cn0","5.51"
"3cr5","4.19"
"3cyy","4.77"
"3cyz","7.22"
"4eol","6.05"
"4eoy","6.49"
"4est","5.02"
"4etz","6.30"
"4f39","5.70"
"4f9v","6.03"
"4fci","1.26"
"4fck","1.26"
"4fgy","6.30"
"4fil","7.47"
"4fl1","3.28"
"4fm7","7.24"
"4fxf","5.19"
"4g0z","2.21"
"4g2r","4.45"
"4gby","3.46"
"4gcj","7.70"
"1gaf","8.00"
"1gqs","6.30"
"1gt3","6.46"
"1gux","6.96"
"1gvk","3.05"
"1gyy","3.64"
"1h1r","5.64"
"1hos","8.55"
"1hq5","5.65"
"1hvy","6.54"
"1i41","4.57"
"1i6v","5.00"
"1i7c","6.40"
"6hrp","9.00"
"6hrq","7.09"
"6hrw","6.00"
"6huq","7.14"
"6i0k","4.89"
"6i15","4.00"
"6i16","4.00"
"6i8b","8.00"
"6i8z","7.80"
"6ib2","8.00"
"6iik","4.91"
"3k22","7.90"
"3k26","3.40"
"3k3a","7.08"
"3k83","7.66"
"3kac","3.13"
"3khv","1.85"
"3kig","6.61"
"3kwz","8.40"
"3l0n","2.77"
"3l4z","6.72"
"5g22","7.00"
"5g53","6.37"
"5ghv","7.92"
"5gs9","5.26"
"5h1t","3.80"
"5h2u","8.15"
"5hcl","2.22"
"5hes","7.54"
"5hfc","5.72"
"5hh5","6.30"
"5hld","4.66"
"3rv6","4.68"
"3rz1","8.74"
"3sfh","7.05"
"3sha","5.59"
"3sn7","9.15"
"3sni","7.96"
"3srb","4.19"
"3t2v","6.99"
"3t5i","6.82"
"3t5u","7.59"
"3t6y","5.52"
"3t84","6.97"
"3tdj","5.25"
"3ty0","7.08"
"3u81","4.44"
"1uu9","5.40"
"1uyh","4.84"
"1vja","7.70"
"1vwn","5.82"
"1vyz","6.54"
"1w12","7.85"
"1w2k","6.46"
"1wdy","7.89"
"1wss","7.77"
"1xn3","7.40"
"1xpc","8.77"
"1y2c","6.57"
"1y2e","6.80"
"1y2f","4.92"
"1y3p","4.82"
"4nus","8.30"
"4nzb","4.17"
"4o4g","8.05"
"4oc2","8.28"
"4oc3","8.28"
"4oct","5.05"
"4oeu","7.66"
"4oew","6.82"
"4oue","3.30"
"4ovz","6.31"
"4owo","4.47"
"4ozj","5.40"
"4ozn","5.40"
"2xk3","5.68"
"2xp6","4.70"
"2xu5","6.89"
"2y76","6.36"
"2yb0","3.85"
"2ydw","7.34"
"2yer","7.70"
"2yim","3.92"
"2yiq","7.90"
"2ylc","7.89"
"2ylp","4.30"
"2ym6","6.06"
"2ypo","4.68"
"5wou","6.18"
"5wxo","3.68"
"5wyq","4.84"
"5x8i","8.70"
"5xfj","8.22"
"5xpp","7.44"
"5y5n","5.76"
"5y6k","6.07"
"5y7j","7.29"
"5ye8","3.00"
"5yid","5.40"
"5yp6","4.60"
"5bs0","7.12"
"5bvw","8.82"
"5c1w","5.06"
"5c1y","5.90"
"5cas","8.85"
"5cdh","5.37"
"5cte","7.80"
"5cxi","6.55"
"5d6p","5.60"
"5dbm","6.46"
"5jfr","8.30"
"5jhb","6.06"
"5jjs","7.32"
"5js3","6.73"
"5k0x","8.36"
"5kgn","9.03"
"5kos","8.82"
"5kz0","7.66"
"5l2o","6.12"
"5l6o","8.22"
"5laq","9.20"
"5ldm","3.86"
"5lhi","8.11"
"5lj0","8.00"
"6eqm","7.96"
"6erv","5.36"
"6etj","6.72"
"6exm","5.52"
"6eyt","5.72"
"6ezq","4.66"
"6f4w","5.53"
"6f6s","2.89"
"4hyb","6.46"
"4i4f","6.19"
"4i5c","8.82"
"4i8z","11.05"
"4ib5","6.25"
"4ibg","3.97"
"4ie7","5.05"
"4iie","2.34"
"4ijl","3.87"
"4inh","6.25"
"4ivs","7.36"
"4j0a","6.80"
"4j1c","7.31"
"4j48","5.62"
"4j6i","8.85"
"4jfi","4.74"
"6pl2","8.06"
"6poh","2.71"
"6pvz","3.47"
"6py0","6.41"
"6q37","6.36"
"6q4q","6.82"
"6qau","7.48"
"6qln","4.66"
"6qlo","5.06"
"6qlu","4.64"
"6qmd","3.77"
"2avv","9.26"
"2ay9","2.16"
"2b1p","8.52"
"2b52","8.10"
"2bet","2.77"
"2br6","2.96"
"2brg","5.21"
"2brn","5.26"
"2oyl","6.30"
"2p7g","6.53"
"2p83","7.96"
"2pe2","8.40"
"2pjl","6.72"
"2pow","7.20"
"2psx","5.77"
"2pu2","4.43"
"2pvv","3.36"
"2q8h","3.00"
"1c5p","4.68"
"1c7e","6.30"
"1cqp","5.62"
"1czk","8.82"
"1d4p","6.30"
"1dwd","8.18"
"1e55","4.12"
"1ecq","3.00"
"1efi","1.92"
"4dgn","6.46"
"4djh","9.49"
"4djp","10.55"
"4dro","5.41"
"4e28","5.89"
"4e4a","2.05"
"4e4l","8.77"
"4e6c","4.82"
"4edu","3.99"
"4edy","5.83"
"4eev","8.33"
"4efg","7.26"
"4eh6","2.46"
"4eh9","2.26"
"4emt","5.30"
"4mpe","6.37"
"4mr5","6.60"
"4mul","6.21"
"4muv","5.76"
"4mvy","7.54"
"4mwr","9.39"
"4mz4","7.89"
"4n3w","3.50"
"4n6z","7.80"
"4nau","9.06"
"4ngq","8.80"
"4no1","7.57"
"4np9","5.03"
"3efr","5.08"
"3el4","7.17"
"3emh","6.85"
"3eq8","9.06"
"3erk","4.74"
"3evd","6.91"
"3f18","7.40"
"3f39","1.78"
"3fck","4.00"
"3fee","6.64"
"3fn0","4.40"
"3fsj","3.95"
"3g0b","8.15"
"3gi6","11.22"
"3gqo","5.41"
"3gs7","5.44"
"4qvv","5.15"
"4qwk","6.27"
"4r4c","5.54"
"4r6t","7.52"
"4rcf","8.40"
"4rd6","6.28"
"4res","7.85"
"4rxh","5.91"
"4tkn","5.89"
"4tpt","7.04"
"4twc","7.40"
"4twy","3.97"
"4tzq","6.52"
"4u0i","8.22"
"4u2w","6.00"
"4u54","2.06"
"5svy","6.13"
"5sz0","9.10"
"5t2d","9.10"
"5t2g","8.10"
"5t66","8.43"
"5tcy","7.66"
"5tdr","4.54"
"5tef","5.40"
"3q4b","9.33"
"3q7q","5.65"
"3qcl","5.40"
"3qj0","5.20"
"3qpp","7.92"
"3qti","7.85"
"3qxh","5.24"
"3r0t","9.04"
"3r24","5.25"
"3r4o","8.15"
"3r5n","5.78"
"3r7b","6.15"
"3r9n","5.85"
"3ral","7.00"
"3rhk","6.26"
"3ri1","5.30"
"4l7r","5.02"
"4mgc","6.32"
"4nud","7.07"
"4qtb","6.70"
"4u5u","2.89"
"4wh7","2.30"
"5dd9","6.11"
"5eud","6.82"
"1prm","4.23"
"1pu8","3.10"
"1pwq","4.96"
"1pxi","4.77"
"1q6p","8.52"
"1qbu","10.24"
"1qka","5.92"
"1qxk","5.05"
"1qy1","6.52"
"1r6g","9.21"
"3lxk","9.80"
"3lxl","8.30"
"3m93","6.62"
"3mbp","6.80"
"3me9","6.30"
"3mf5","5.36"
"3ms4","3.28"
"3msc","3.31"
"3msj","3.11"
"3muz","3.46"
"5euk","4.30"
"5evz","6.57"
"5exm","8.20"
"5ey9","5.41"
"5f1j","4.92"
"5f5z","7.07"
"5f6u","2.52"
"5fh6","5.92"
"5fky","8.33"
"5fnt","6.17"
"5fyx","4.16"
"4zt7","8.00"
"4zwy","8.70"
"5a2s","7.70"
"5a3q","8.60"
"5a4t","5.89"
"5a7y","4.48"
"5acy","8.19"
"5adq","5.70"
"5ael","7.41"
"1jwu","5.34"
"1jys","3.52"
"1ke8","6.00"
"1kfy","5.28"
"1kvo","7.89"
"1lee","7.74"
"1mpa","8.04"
"1mrw","9.70"
"1msm","10.48"
"6cz4","7.12"
"6d3y","8.70"
"6d5h","6.92"
"6dak","5.14"
"6db3","7.25"
"6dgx","11.30"
"6dh1","10.58"
"6dih","2.72"
"6dkg","8.59"
"6dq4","4.92"
"6dq8","6.59"
"6dz0","9.03"
"6e0q","8.10"
"6ej2","7.80"
"2va6","6.17"
"2vgc","5.24"
"2vh0","8.51"
"2vio","4.40"
"2vjx","4.96"
"2vnn","8.70"
"2vwv","4.80"
"2vxa","5.60"
"2w0x","3.20"
"6ml9","5.30"
"6msy","7.00"
"6mu1","8.10"
"6mum","8.41"
"6n54","7.75"
"6nad","9.30"
"6naf","4.26"
"6npi","5.70"
"6nsx","6.64"
"3uda","5.01"
"3uqr","7.24"
"3uza","8.94"
"3v2n","6.10"
"3v2q","6.29"
"3v5g","7.13"
"3vfa","9.19"
"3vh9","6.24"
"3vi5","5.68"
"3w2p","5.09"
"3ws9","7.04"
"3wyk","7.64"
"3wym","9.52"
"3wzu","5.89"
"3zlv","3.52"
"3zm5","6.74"
"3zq9","6.02"
"4ba3","5.54"
"4ban","8.61"
"4bfd","7.02"
"4bfz","6.26"
"4bis","5.85"
"4bnu","7.70"
"4bqt","5.79"
"4bw4","6.20"
"4c4n","6.10"
"5ufi","8.40"
"5ugb","6.79"
"5ult","10.85"
"5unp","10.02"
"5upe","8.05"
"5ut6","4.24"
"5uv5","7.70"
"5uwk","8.64"
"5uwn","7.87"
"5v7a","6.38"
"5v83","5.16"
"6qrd","7.00"
"6quv","3.00"
"6qw8","6.40"
"6qz8","7.62"
"6r7j","7.40"
"6rih","3.98"
"6rpg","8.52"
"6rqk","2.80"
"6sal","6.58"
"6sbt","6.78"
"6skd","5.80"
"6st3","7.03"
"6u6w","5.33"
"6u7p","11.68"
"6u80","4.43"
"830c","9.28"
"2n06","4.92"
"2n0w","6.15"
"2n27","6.55"
"2nnk","8.37"
"2nnv","7.52"
"2np9","5.57"
"2oah","7.96"
"2obj","7.30"
"2oc4","7.07"
"2ogz","7.08"
"2ooh","5.89"
"2oph","7.80"
"6fyk","8.52"
"6fyz","7.41"
"6g07","4.57"
"6g46","3.73"
"6gcr","8.33"
"6gl9","6.87"
"6gla","7.57"
"6gu4","4.70"
"6gvf","7.55"
"2ea4","7.34"
"2ei6","7.39"
"2epn","7.22"
"2f1g","7.54"
"2f35","5.40"
"2f6z","5.32"
"2fda","6.30"
"2fes","9.01"
"2flb","5.74"
"2fq6","7.10"
"2fqt","6.14"
"2fqx","7.15"
"2fs9","8.52"
"2fum","6.10"
"2ga2","5.52"
"4jin","5.64"
"4jj7","6.40"
"4jj8","6.14"
"4jmh","8.68"
"4jq8","8.10"
"4jt9","8.14"
"4k3q","3.94"
"4kjv","7.74"
"4klv","3.78"
"4ko8","7.15"
"4kod","5.36"
"4ksq","7.31"
"4kxl","6.22"
"4l70","5.66"
"3d20","8.30"
"3d3p","8.50"
"3d6o","4.11"
"3d7b","3.69"
"3d9v","8.22"
"3dbu","8.06"
"3dda","3.88"
"3ddb","4.02"
"3dp4","7.37"
"3du8","6.84"
"3dv1","6.23"
"3dxh","3.19"
"3dy6","6.90"
"3dz2","4.15"
"3eax","4.92"
"3ed0","6.35"
"2z5o","6.00"
"2z97","6.00"
"2zft","6.52"
"2zq2","6.56"
"2zvj","5.74"
"2zx6","10.60"
"2zx9","10.27"
"3ai8","3.81"
"3aid","6.86"
"3atk","2.85"
"3az8","6.00"
"3b92","8.00"
"1ett","5.89"
"1f0r","7.66"
"1f8a","5.00"
"1f8d","3.40"
"1fgi","5.00"
"1fhr","4.00"
"1fiv","6.59"
"1fpp","8.00"
"1fsg","5.02"
"1ft7","5.18"
"1fyr","5.62"
"1fzo","7.89"
"1g36","7.17"
"1g3f","6.37"
"5llg","11.13"
"5llh","10.17"
"5lmb","7.80"
"5lpr","6.57"
"5lqf","6.60"
"5lsc","4.70"
"5lxb","9.77"
"5m0s","6.69"
"5m5d","3.95"
"5maj","7.46"
"5mb1","6.60"
"1i80","6.41"
"1i8h","4.54"
"1i9q","8.41"
"1igj","10.00"
"1ii5","6.62"
"1ik4","7.41"
"1iq1","7.46"
"1iyl","9.00"
"1jjt","8.05"
"1jt1","3.40"
"1jtq","8.07"
"1jvp","5.80"
"1jwt","7.85"
"3gvb","2.59"
"3h30","4.53"
"3hj0","5.71"
"3hrf","4.99"
"3hvj","8.70"
"3i4b","8.15"
"3i97","5.52"
"3ij1","4.70"
"3itc","1.60"
"3itu","4.40"
"3jqf","4.46"
"3jzc","8.53"
"4u5v","3.05"
"4uac","6.54"
"4ud7","8.13"
"4ufd","9.68"
"4unn","6.38"
"4uvy","8.26"
"4uwl","8.57"
"4uxq","7.80"
